"Apple looking at bigger iPhone screens, multiple colors: sources",2013-06-14 06:41:09+00:00,0.93,Apple,looking,at bigger iPhone screens
Apple shares sail to record high on healthy iPhone sales,2017-08-01 20:31:23+00:00,0.92,Apple shares,sail,to record high on healthy iPhone sales
RPT-Smaller iPhone expected Monday as Apple counters drop in phone sales,2016-03-21 12:35:54+00:00,0.92,Apple,counters,drop in phone sales
"Apple, Cisco want cyber security insurance discount for joint customers",2017-06-26 18:45:23+00:00,0.94,Cisco,want,cyber security insurance discount for joint customers
Apple breaches $1 trillion stock market valuation,2018-08-02 15:51:31+00:00,1.0,Apple,breaches,$  trillion stock market valuation
"Apple, Google agree to settle lawsuit alleging hiring conspiracy",2014-04-24 19:38:43+00:00,0.9,Google,agree to settle lawsuit alleging,hiring conspiracy
"UPDATE 4-Strong iPhone sales buoy Apple's Q3, shares climb",2013-07-23 20:51:46+00:00,0.9,UPDATE Strong iPhone sales,buoy,Apple's Q
Apple's iPhone 5 puts Europe in 4G slow lane,2012-09-14 11:50:29+00:00,0.96,Apple's iPhone,puts,Europe
Apple to spend $1.9 billion on new European data centers,2015-02-23 08:36:55+00:00,1.0,Apple,to spend,$ . billion
Shares in Apple's Japan suppliers stumble over iPhone sales,2014-01-28 01:22:37+00:00,0.96,Shares in Apple's Japan suppliers,stumble,over iPhone sales
"UPDATE 4-Apple CEO apologizes for Maps flaws, recommends rivals",2012-09-28 15:55:28+00:00,0.91,UPDATE Apple CEO,apologizes,for Maps flaws
Taiwan's Quanta to start mass production of Apple's smartwatch in July -source,2014-06-19 19:02:12+00:00,0.94,Taiwan's Quanta,to start,mass production of Apple's smartwatch
UPDATE 1-China Mobile still talking to Apple on iPhones,2013-12-05 14:20:21+00:00,0.96,China Mobile,talking,to Apple
Apple supplier AMS shares surge on strong start to 2017,2017-04-25 09:47:39+00:00,0.93,Apple supplier AMS,shares,surge on strong start
EU regulators probe Apple's music streaming plans in Europe - FT,2015-04-02 09:26:36+00:00,0.94,EU regulators,probe,Apple's music
Samsung takes more smartphone market share from Apple,2013-04-26 05:47:27+00:00,0.93,Samsung,takes,more smartphone market share
Intel gets mobile chip contract from Apple - Bbg,2016-06-10 15:35:48+00:00,0.95,Intel,gets,mobile chip contract
Apple and Nokia see deeper partnership after ending patent dispute,2017-05-23 20:01:06+00:00,0.9,Nokia,see deeper partnership after ending,patent dispute
"Apple posts surprise dip in iPhone sales, shares fall",2017-05-02 20:34:34+00:00,0.95,Apple posts surprise,dip,in iPhone sales
A matter of volume: threat from ascendant Chinese phones hangs over Apple,2018-11-14 15:18:35+00:00,0.94,A matter of volume,hangs,over Apple
Apple fans hit the NYC flagship store for iPhone 7,2016-09-17 01:30:45+00:00,0.95,Apple fans,hit,the NYC flagship store
INTERVIEW-How Einhorn turned from Apple advocate to agitator,2013-02-08 02:40:57+00:00,0.9,INTERVIEWHow Einhorn,turned,from Apple advocate
"UPDATE 2-Apple, Foxconn revamp China work conditions",2012-03-29 21:15:44+00:00,0.93,Foxconn,revamp,China work conditions
Apple loses $1 trillion status after soft holiday forecast,2018-11-02 13:03:40+00:00,1.0,Apple,loses,$  trillion status after soft holiday forecast
Apple lawyer says Samsung deliberately chose to copy iPhone,2012-07-31 17:10:35+00:00,0.92,Apple lawyer,says,Samsung deliberately chose to copy iPhone
UPDATE 3-Apple says sales of new iPhones are off to strong start,2015-09-14 13:17:44+00:00,0.97,Apple,says,sales of new iPhones are off to strong start
U.S. court reinstates Apple $120 million patent win over Samsung,2016-10-07 14:23:15+00:00,1.0,U.S. court,reinstates,over $  million patent win
China's online chatter muted ahead of Apple iPhone 7 launch,2016-09-06 17:30:19+00:00,1.0,China 's online chatter,muted,launch
Apple 'assessing next steps' after e-books antitrust ruling,2015-06-30 16:02:28+00:00,0.93,Apple ',assessing,next steps
Apple sells 30-year bond in Taiwan at 4.15 pct yield -sources,2016-06-07 03:31:00+00:00,1.0,Apple,sells,year bond
"UPDATE 4-U.S. sues Apple, publishers in e-book price scheme",2012-04-11 15:45:30+00:00,0.89,UPDATE U.S,sues,Apple
"Trump, top aides talk trade with Apple CEO Cook at White House",2018-04-25 13:38:42+00:00,0.94,top aides,talk,trade
Irish PM says U.S. Senate's Apple tax claims incorrect,2013-05-21 15:36:19+00:00,0.95,Irish PM,says,U.S. Senate's Apple tax claims incorrect
UPDATE 4-Apple shares fall on reports of cuts to iPhone parts orders,2013-01-15 02:25:52+00:00,0.93,UPDATE Apple shares,fall,on reports of cuts to iPhone parts orders
Ireland to join Apple in fight against EU tax ruling,2016-09-02 08:42:07+00:00,0.93,Ireland,to join,Apple
U.S. accuses EU of grabbing tax revenues with Apple decision,2016-08-31 13:57:38+00:00,0.92,EU,of grabbing,tax revenues
Apple Watch detects irregular heart beat in large U.S. study,2019-03-16 14:04:03+00:00,0.94,Apple Watch,detects,irregular heart beat in large U.S. study
Analysis: Apple's gains make some mutual funds riskier,2012-03-29 16:01:31+00:00,0.93,Apple's gains,make,some mutual funds riskier
"EU antitrust chief says Apple, Google cases show no U.S. bias",2015-10-01 22:16:38+00:00,0.95,EU antitrust chief,says,Google cases show no U.S. bias
Apple's iPad tops Consumer Reports' list despite heat issue,2012-04-02 10:15:34+00:00,0.96,Apple's iPad,tops,Consumer Reports' list
"Apple employee killed in Indian police shooting, two constables arrested",2018-09-30 11:58:56+00:00,0.93,Apple employee,killed,in Indian police shooting
Apple adds Isaac Asimov sci-fi series to TV development list,2018-04-10 21:29:38+00:00,0.95,Apple,adds,Isaac Asimov scifi series
Apple to undercut popular law-enforcement tool for cracking iPhones,2018-06-13 20:16:03+00:00,0.92,Apple,to undercut,popular lawenforcement tool for cracking iPhones
UPDATE 2-Apple begins storing users' personal data on servers in China,2014-08-15 10:15:45+00:00,0.93,Apple,storing,users' personal data
Leader of Apple iScam gets up to 9 years in prison,2012-06-21 22:00:53+00:00,1.0,Leader of Apple iScam,gets,years
"RPT-U.S. slams EU, but Apple tax demand first issued in Washington",2016-08-31 07:40:29+00:00,0.96,Apple tax demand,issued,in Washington
Apple buys German augmented-reality software maker Metaio,2015-05-29 14:20:43+00:00,0.93,Apple,buys,German augmentedreality software maker Metaio
Apple close to buying headphone maker Beats Electronics - FT,2014-05-08 22:12:21+00:00,0.9,Apple,close Beats Electronics  FT to buying,headphone maker
Apple's Tim Cook will give away all his money: Fortune,2015-03-26 22:06:51+00:00,0.89,Apple's Tim Cook,will give away,all his money
"UPDATE 1-Apple makes ""The Interview"" movie available on iTunes",2014-12-28 19:10:45+00:00,0.99,apple makes,makes,The Interview
UPDATE 5-Apple's results fail to excite ahead of holiday quarter,2013-10-29 00:16:38+00:00,0.91,UPDATE Apple's results,fail,to excite ahead of holiday quarter
Prominent managers loaded up on Apple before recent tumble,2018-11-14 22:41:20+00:00,0.92,Prominent managers,loaded up,on Apple
Apple moves to ward Western Digital off control of Toshiba chips: sources,2017-09-08 07:32:53+00:00,0.93,Apple,moves,to ward Western Digital off control of Toshiba chips
Apple services business grows; CEO Cook says China tensions ease,2019-01-29 21:31:43+00:00,0.92,CEO Cook,says,China tensions ease
Analysis: One area where Apple lags: Its low returns on cash,2012-02-13 22:45:36+00:00,0.96,Apple,lags,One area
Apple says U.S. tariffs on China to hurt global competitiveness,2019-06-20 14:15:13+00:00,0.95,Apple,says,U.S. tariffs on China to hurt global competitiveness
"Apple blames rare miss on new iPhone anticipation, economy",2012-07-25 00:05:36+00:00,0.92,Apple,blames,on new iPhone anticipation economy
Police shooting of Apple manager in India sparks call for reform,2018-10-01 15:16:50+00:00,0.96,Police shooting of Apple manager in India,sparks,call for reform
FBI's secret method of unlocking iPhone may never reach Apple,2016-03-30 22:36:18+00:00,0.96,FBI's secret method of unlocking iPhone,may never reach,Apple
RPT--FBI's secret method of unlocking iPhone may never reach Apple,2016-03-31 11:00:36+00:00,0.86,RPT,may never reach,Apple
"Apple, Google won't face poaching class action suit, yet",2013-04-05 13:20:35+00:00,0.9,Google,wo n't face poaching,class action suit
Apple says debate over encryption should be decided by Congress,2016-02-19 22:57:59+00:00,0.95,Apple,says,debate over encryption should be decided by Congress
Apple's CEO says he is optimistic on U.S.-China trade talks,2018-09-18 12:50:58+00:00,0.88,Apple's CEO,says,he is optimistic on U.S
U.S. Treasury says EU apple ruling not good for European economy,2016-08-31 13:55:48+00:00,0.95,U.S. Treasury,says,EU apple ruling not good for European economy
"UPDATE 5-Apple, Foxconn set new standard for Chinese workers",2012-03-30 01:15:27+00:00,0.96,Foxconn,set,new standard for Chinese workers
UPDATE 1-Apple iPhone fingerprint scanner gets plaudits in early reviews,2013-09-18 04:16:18+00:00,0.99,apple iphone fingerprint scanner,gets,plaudits
"Apple CEO says U.S. scrutiny 'fair,' but rejects idea company is a monopoly",2019-06-04 13:28:25+00:00,1.0,Apple CEO,says,u.s.
"Apple's Foxconn workers want to work more, dislike food",2012-03-29 22:41:20+00:00,0.94,Apple's Foxconn workers,want,to work more dislike food
Apple to sell audio ads on 'iRadio' music service: sources,2013-06-06 01:35:47+00:00,0.92,Apple,to sell,audio ads
"UPDATE 1-Samsung, Apple spar over gadgets' specs",2012-08-06 22:20:44+00:00,0.94,Apple,spar,over gadgets' specs
Apple phone ruling reignites privacy vs law enforcement debate,2016-02-17 18:05:31+00:00,0.91,Apple phone ruling,reignites,privacy vs law enforcement debate
Apple Music hits 6.5 million paid users - Tim Cook,2015-10-20 05:15:42+00:00,0.94,Apple Music,hits,. million paid users
"Apple, Samsung do not have to disclose profit details: court",2013-08-23 16:26:28+00:00,0.91,Samsung,to disclose,profit details
"Kodak sues Apple, HTC over digital image patents",2012-01-10 21:40:31+00:00,0.93,Kodak,sues,Apple
Apple holders vote down proposal to disclose ideology of director nominees,2019-03-01 18:35:59+00:00,0.94,Apple holders,vote down,proposal to disclose ideology of director nominees
CEO Cook kicks off Apple's iPad-unveiling event,2012-03-07 18:15:38+00:00,0.94,CEO Cook,kicks off,Apple's iPadunveiling event
"Apple, Google reach new deal with workers in U.S. lawsuit over hiring",2015-01-14 01:05:59+00:00,0.93,Google,reach,new deal with workers in U.S. lawsuit over hiring
"Apple, Foxconn improve China plants, but more to do: audit",2012-08-22 01:25:18+00:00,0.93,Foxconn,improve,China plants
Ex-Apple employee pleads not guilty in trade secret case,2018-07-17 01:08:40+00:00,0.9,ExApple employee,pleads,not guilty in trade secret case
UPDATE 2-EU takes Ireland to court for not claiming Apple tax windfall,2017-10-04 10:31:11+00:00,0.94,EU,takes,Ireland
EU ruling on Apple stirs calls for U.S. tax reform,2016-08-30 17:01:32+00:00,0.96,EU ruling on Apple,stirs,calls for U.S. tax reform
"Apple's iPhone sales and outlook lag targets, shares slide",2014-01-27 21:40:33+00:00,0.95,Apple 's iPhone sales,lag,targets
French prosecutor launches probe into Apple planned obsolescence - judicial source,2018-01-08 20:30:45+00:00,0.92,Apple,planned,obsolescence  judicial source
Democratic lawmaker asks FBI director to withdraw Apple unlocking case,2016-02-23 17:09:41+00:00,0.94,FBI director,to withdraw,Apple unlocking case
"UPDATE 1-Apple set to unwrap mini-iPad to take on Amazon, Google",2012-10-23 15:25:31+00:00,0.93,UPDATE Apple set to unwrap miniiPad,to take on,Amazon Google
"Paying the price: China shoppers, stung by slowdown, take bite out of Apple",2019-01-03 12:49:34+00:00,0.93,China shoppers,take,bite
"Apple should not try making a car on its own, Marchionne says",2016-03-02 14:17:23+00:00,0.9,Apple,should not try making,a car
Apple's Siri learns Shanghainese as voice assistants race to cover languages,2017-03-09 10:08:25+00:00,0.96,Apple's Siri,learns,Shanghainese
CORRECTED-Apple's rivals swoop into China as iPhone 5 learns Mandarin,2012-07-25 06:54:10+00:00,0.94,iPhone,learns,Mandarin
"Political? Mais oui, of course, EU insiders say of Apple case",2016-09-03 18:58:29+00:00,0.94,EU insiders,say,of Apple case
"Apple, YouTube, and others drop conspiracy theorist Alex Jones",2018-08-06 07:06:56+00:00,0.93,others,drop,conspiracy theorist Alex Jones
Apple pulls New York Times apps in China after government request,2017-01-05 15:38:34+00:00,0.95,Apple,pulls,New York Times apps
UPDATE 1-Apple buys German augmented-reality software maker Metaio,2015-05-29 17:46:55+00:00,0.99,apple,buys,German augmented reality software maker Metaio
RPT-INTERVIEW-How Einhorn turned from Apple advocate to agitator,2013-02-08 12:20:24+00:00,0.92,RPTINTERVIEWHow Einhorn,turned,from Apple advocate
Apple's shares slide 4 percent to five-month low,2012-11-07 17:00:27+00:00,0.93,Apple's shares,slide,percent
Microsoft's stock market value catches up with Apple,2018-11-26 19:53:00+00:00,0.95,Microsoft's stock market value,catches up,with Apple
Beats music service sued by former executive amid possible sale to Apple,2014-05-17 01:35:20+00:00,0.92,music service,sued,by former executive
"Apple, Google, Intel fail to dismiss staff-poaching lawsuit",2012-04-19 14:37:07+00:00,0.94,Apple Google Intel,fail,to dismiss staffpoaching lawsuit
"Software developers try on Apple watch, see more apps coming",2015-04-25 01:20:35+00:00,0.86,Software developers,see,more apps coming
Apple's Cook tells MIT graduates: temper technology with humanity,2017-06-09 17:27:09+00:00,0.96,Apple's Cook,tells,MIT graduates
"Apple's Cook says he disagrees with Trump, vows donations to rights groups",2017-08-17 09:50:21+00:00,0.94,Apple's Cook,vows,donations
"Apple, Alphabet employee buses damaged by vandals during commute",2018-01-18 23:33:33+00:00,0.94,Apple Alphabet employee buses,damaged,by vandals
Apple asks U.S. Supreme Court to rule against Samsung over patents,2016-07-29 16:26:04+00:00,0.95,Apple,asks,U.S. Supreme Court
UPDATE 1-Apple to test Australian corporate bond record,2015-08-17 03:57:12+00:00,0.99,apple,to test,Australian corporate bond record
Apple's Cook to propose tax changes at congressional hearing: report,2013-05-17 01:30:32+00:00,0.93,Apple's Cook,to propose,tax changes at congressional hearing
"Apple hits record high, powers Dow past 22,000",2017-08-02 11:11:43+00:00,0.94,Apple,hits,record high
EU regulators want more info on Apple's Irish tax deal,2016-03-16 17:59:10+00:00,0.95,EU regulators,want,more info on Apple's Irish tax deal
Judge says Apple conspired to raise prices on e-books,2013-07-10 12:56:11+00:00,0.92,Judge,says,Apple conspired to raise prices on ebooks
REFILE-RESEARCH ALERT-Apple: Jefferies cuts target price,2013-06-24 06:36:26+00:00,0.94,Jefferies,cuts,target price
Apple launches $300 million green energy fund in China,2018-07-13 00:58:31+00:00,1.0,Apple,launches,$  million green energy fund
Japan Display shares plunge over 20 pct on Apple OLED report,2018-05-29 01:45:07+00:00,0.93,Japan Display shares,plunge,over  pct
"INSIGHT-At Apple, Tim Cook leads a quiet cultural revolution",2013-08-22 07:01:58+00:00,0.93,Tim Cook,leads,a quiet cultural revolution
"RPT-After Apple, EU may focus on companies closer to home",2016-09-01 05:00:25+00:00,0.92,EU,may focus,on companies closer to home
Goldman's Apple pairing furthers bank's mass market ambitions,2019-03-26 21:02:33+00:00,0.93,Goldman's Apple,pairing,furthers bank's mass market ambitions
Apple in talks to invest $1 billion in SoftBank tech fund: source,2016-12-12 18:46:46+00:00,1.0,Apple in talks,to invest,$  billion
Irish government wins strong backing by parliament for EU Apple appeal,2016-09-07 21:44:21+00:00,0.94,Irish government,wins,strong backing by parliament for EU Apple appeal
Books on Apple seven-tranche bond approaching USD13bn -broker,2014-04-29 13:50:27+00:00,0.94,Books on Apple seventranche bond,approaching,bn broker
REFILE-U2 surprise Apple event with new album released for free on iTunes,2014-09-09 21:16:54+00:00,0.9,new album,released,on iTunes
UPDATE 3-Apple's Jobs was open to making a smaller iPad -exec,2012-08-04 01:30:40+00:00,0.98,Apple's Jobs,was,open to making a smaller iPad exec
"Apple X factor: China buyers rapt by new iPhone, but will they buy?",2017-11-01 13:53:14+00:00,0.95,China buyers,rapt,by new iPhone
Instant View: Apple's quarterly sales fail to excite investors,2013-10-28 20:51:42+00:00,0.94,Apple's quarterly sales,fail,to excite investors
Washington warns of strain on EU economic relationship after Apple ruling,2016-08-30 16:50:17+00:00,0.95,Washington,warns,of strain on EU economic relationship after Apple ruling
Apple working with Hertz to test self-driving technology: Bloomberg,2017-06-26 19:09:06+00:00,0.91,Apple,working,with Her
"Japan report shows Apple, Google hinder app competition - Nikkei",2016-09-14 22:16:00+00:00,0.94,Japan report,shows,Apple Google hinder app competition  Nikkei
Exclusive: Japan Display to supply OLED screens for Apple Watch - sources,2019-04-03 06:00:06+00:00,0.94,Japan Display,to supply,OLED screens
"Apple, Google pause reviewing audio recordings from voice assistants",2019-08-02 07:47:22+00:00,0.94,Apple Google pause,reviewing,audio recordings
"Bollywood lures Apple, Amazon and Netflix in Eros library sale",2017-08-07 06:28:31+00:00,0.93,Bollywood,lures,Netflix
"Apple, Google lose bid to avoid trial on tech worker lawsuit",2014-03-29 00:19:23+00:00,0.92,Google,lose,bid to avoid trial on tech worker lawsuit
UPDATE 3-Apple's iPad throws off much more heat -tests,2012-03-20 16:15:41+00:00,0.99,apple 's ipad,throws,much more heat tests
Apple sees its mobile devices as platform for artificial intelligence,2017-10-23 14:05:16+00:00,0.86,Apple,sees,its mobile devices
U.S. files motion to force Apple to obey iPhone order -court,2016-02-19 19:15:33+00:00,0.93,Apple,to obey,iPhone order court
Irish government agrees to appeal EU Apple tax ruling,2016-09-02 12:05:40+00:00,0.9,Irish government,agrees to appeal,EU Apple tax ruling
"Apple's Tim Cook calls for calm heads on China, U.S. trade",2018-03-24 03:21:02+00:00,0.96,Apple's Tim Cook,calls,for calm heads on China
"Exclusive: Japan's antitrust watchdog considers action against Apple, carriers - sources",2016-09-23 10:08:13+00:00,0.95,Japan's antitrust watchdog,considers,action against Apple
"Apple blames record labels, film studios for high Australian prices",2013-03-22 06:06:07+00:00,0.92,Apple,blames,record labels film studios
RPT-Apple Watch challenges developers to make games that take seconds,2015-06-05 11:02:06+00:00,0.94,RPTApple Watch,challenges,developers
Apple patent victory boosts Microsoft as Asian vendors scramble,2012-08-26 02:45:22+00:00,0.94,Apple patent victory,boosts,Microsoft
"Trump, Apple CEO Tim Cook set to tour computer plant in Texas Wednesday: sources",2019-11-15 20:46:03+00:00,0.92,Trump Apple CEO Tim Cook,set,to tour computer plant in Texas
Goldman CEO memo calls Apple Card 'a beginning' on launch day,2019-08-20 15:12:12+00:00,0.96,Goldman CEO memo,calls,Apple Card
"Macquarie, ING join Apple Pay in Australia in challenge to Big Four",2017-02-10 00:32:35+00:00,0.88,ING,join,Apple Pay in Australia
Trump says he asked Apple's Cook to look into helping build 5G in U.S.,2019-11-21 12:50:21+00:00,0.94,Apple's Cook,to look,into helping build G in U.S.
Android beats Apple in China mobile platform race: report,2012-04-10 09:00:31+00:00,0.93,Android,beats,Apple
More Chinese cities halt Apple iPad orders: reports,2012-02-16 04:10:21+00:00,0.94,More Chinese cities,halt,Apple iPad orders
"Japan government advisory panel says Apple, Google hinder app competition",2016-09-14 22:30:54+00:00,0.95,Japan government advisory panel,says,Apple Google hinder app competition
Apple's Cook makes 'substantial' donation for gay rights in U.S. South,2014-12-18 21:25:32+00:00,0.93,Apple's Cook,makes,substantial' donation for gay rights in U.S. South
BRIEF-Apple CEO acknowledged growth rate has slowed,2013-04-23 22:06:32+00:00,0.86,BRIEFApple CEO,acknowledged,growth rate has slowed
Rights group says Apple suppliers in China breaking labour laws,2012-06-28 09:05:42+00:00,0.95,Rights group,says,Apple suppliers in China breaking labour laws
"Irish finance minister says EU Apple tax ruling bizarre, political",2016-08-30 12:29:56+00:00,0.91,Irish finance minister,says,EU Apple tax ruling
Qualcomm loses bid for Apple iPhone import ban in ITC ruling,2019-03-26 21:17:43+00:00,0.93,Qualcomm,loses,bid for Apple iPhone import ban in ITC ruling
Australia's Myer department stores to stop selling Apple products,2019-03-22 09:23:34+00:00,0.94,Australia's Myer department stores,to stop selling,Apple products
EU competition chief says unclear when Apple tax probe will be decided,2016-04-04 15:01:34+00:00,0.96,EU competition chief,says,unclear
U2 surprise Apple event with new album released for free on iTunes,2014-09-09 21:20:40+00:00,0.9,new album,released,on iTunes
Federal Circuit revives Unwired Planet patent case against Apple,2016-07-25 11:46:17+00:00,0.94,Federal Circuit,revives,Unwired Planet patent case against Apple
Apple targeting USD8bn to USD10bn from 7-tranche bond -sources,2014-04-29 14:11:18+00:00,0.93,Apple,targeting,USDbn
EU regulator takes aim at Google over Apple mobile patent lawsuit,2013-05-06 09:56:10+00:00,0.94,EU regulator,takes,aim
Apple's Cook decided to settle rather than risk legal fight -memo,2014-01-15 17:30:36+00:00,0.92,Apple 's Cook,decided to risk,legal fight  memo
"After Apple, EU may focus on companies closer to home",2016-08-31 19:46:35+00:00,0.96,EU,may focus,on companies closer to home
Apple hiring manager to handle China government data requests,2014-09-18 06:06:00+00:00,0.93,Apple,hiring,manager
LG Display supplying panels for Apple's new iPad: source,2012-03-14 05:00:27+00:00,0.94,LG Display,supplying,panels
"Apple damaging patent system with severe delays, Samsung says",2016-09-02 11:31:17+00:00,0.97,Apple damaging patent system with severe delays,says,Samsung
Apple revenue jumps 22 pct as iPhone sales surge,2015-10-27 20:30:45+00:00,1.0,Apple revenue,jumps,pct
Court kills off Affinity Labs patent asserted against Apple,2017-05-05 21:31:20+00:00,0.94,Affinity Labs patent,asserted,against Apple
U.S. court reinstates Apple win over Samsung in patent case,2016-10-07 14:20:47+00:00,0.92,U.S. court,reinstates,Apple win over Samsung in patent case
Apple has sold 3 mln of its new iPad since launch,2012-03-19 20:50:51+00:00,1.0,Apple,has sold,mln
Icahn has large Apple stake; calls company extremely undervalued,2013-08-13 18:37:38+00:00,0.95,Icahn,has,large Apple stake
Apple CEO expects to repatriate billions of dollars to U.S. next year,2016-09-01 07:53:36+00:00,0.95,Apple CEO,expects,to repatriate billions of dollars to U.S. next year
Apple plans to sell $1 billion of 30-year bonds in Taiwan - sources,2016-06-01 05:20:20+00:00,0.96,Apple,plans,to sell $ billion of year bonds in Taiwan  sources
Key U.S. lawmaker suggests openness to encryption legislation after Apple order,2016-02-18 20:41:43+00:00,0.94,Key U.S. lawmaker,suggests,openness to encryption legislation after Apple order
"Apple Watch, FitBit could feel cost of U.S. tariffs",2018-07-20 05:07:02+00:00,0.93,FitBit,could feel,cost of U.S. tariffs
"UPDATE 1-With iPhone 6 approved in China, Apple suppliers ready for demand",2014-09-30 10:27:34+00:00,0.94,iPhone,approved,in China
"Apple, Foxconn improve plants in China; more left to do: audit",2012-08-21 20:05:34+00:00,0.93,Foxconn,improve,plants in China
Apple has 'deep concerns' that ex-employees accused of theft will flee to China,2019-12-09 23:37:14+00:00,0.92,exemployees accused of theft,will flee,to China
"Japan Display says report it sought Apple, Huawei funds is ""speculative""",2017-12-21 06:31:15+00:00,0.94,Japan Display says report,sought,Apple
"UPDATE 2-Judge says concerned about Apple, Google hiring settlement",2014-06-19 22:16:08+00:00,0.9,UPDATE Judge,says,concerned about Apple Google hiring settlement
Samsung Elec welcomes support for overturning US court ruling in Apple case,2016-06-09 08:30:28+00:00,0.96,Samsung Elec,welcomes,support for overturning US court ruling in Apple case
Vanguard says app glitch led to inflated balances shown on Apple devices,2016-05-02 22:50:35+00:00,0.94,inflated balances,shown,on Apple devices
"Apple sets September 12 event, latest iPhone expected",2012-09-04 16:35:23+00:00,0.93,Apple,sets,September  event
Privacy groups urge U.S. judge to support Apple in iPhone case,2016-03-02 17:29:43+00:00,0.94,U.S. judge,to support,Apple
More Chinese cities halt Apple iPad orders -reports,2012-02-16 04:00:55+00:00,0.94,More Chinese cities,halt,Apple iPad orders reports
"Apple's iPad Air is a major improvement, but pricier than competitors - reviews",2013-10-30 04:51:23+00:00,0.95,Apple 's iPad Air,is,pricier than competitors  reviews
"Apple supplier Foxconn cuts working hours, workers ask why",2012-03-30 09:35:46+00:00,0.96,workers,ask,why
U.S. trade commission to probe Nokia complaint against Apple,2017-01-24 16:17:29+00:00,0.94,U.S. trade commission,to probe,Nokia complaint against Apple
Apple case against Samsung should go back to lower court -DOJ,2016-06-08 23:50:43+00:00,0.95,Apple case against Samsung,should go,back to lower court DOJ
UPDATE 2-Apple's Jobs was open to making smaller iPad-exec,2012-08-03 20:35:47+00:00,0.96,Apple's Jobs,was,open to making smaller iPadexec
Judge who shelved Apple trial says patent system out of sync,2012-07-05 12:06:11+00:00,0.9,Judge,says patent system shelved,Apple trial
Apple's Cook to China: keep opening for sake of global economy,2019-03-23 06:56:30+00:00,0.91,Apple's,keep opening,for sake of global economy
RPT-Apple sets initial price talk on seven-tranche bond deal,2014-04-29 12:31:21+00:00,0.95,RPTApple,sets,initial price talk on seventranche bond deal
UPDATE 8-Ireland rejects blame for Apple's low tax rate,2013-05-21 09:00:44+00:00,0.99,ireland,rejects,blame for Apple 's low tax rate
UPDATE 3-Ireland to join Apple in fight against EU tax ruling,2016-09-02 12:25:41+00:00,0.94,Ireland,to join,Apple
"Apple aims to launch AR Headset in 2022, AR Glasses by 2023: The Information",2019-11-11 16:45:57+00:00,0.95,Apple,aims,to launch AR Headset in  AR Glasses by
"Apple expands buybacks by $30 billion, OKs seven-for-one stock split",2014-04-23 20:36:44+00:00,0.92,Apple,expands,buybacks
VirnetX says judge 'will be reversed' in granting Apple new trial,2016-08-11 22:21:21+00:00,0.95,VirnetX,says,judge 'will be reversed' in granting Apple new trial
U.S. judge in Boston orders Apple to help law enforcement examine iPhone,2016-04-08 20:45:32+00:00,0.95,U.S. judge in Boston orders Apple,to help,law enforcement examine iPhone
Apple shares seen staying muted until iPhone 7 rings in growth,2016-01-27 13:17:29+00:00,0.93,Apple shares,staying,muted
"UPDATE 1-Apple iPhone rollout marred by 'bendgate,' dropped cell service",2014-09-24 20:55:57+00:00,0.91,UPDATE Apple iPhone rollout,marred,by 'bendgate' dropped cell service
"UPDATE 1-SunPower, Apple to build solar projects in China",2015-04-16 14:05:36+00:00,0.93,Apple,to build,solar projects in China
Instant View: Apple's iPhone sales lag Wall Street view,2014-01-27 22:04:48+00:00,0.96,Apple's iPhone sales,lag,Wall Street view
BRIEF-Dialog says no change to business ties after Apple report,2017-11-30 13:30:35+00:00,0.9,BRIEFDialog,says,no change to business ties after Apple report
BRIEF-Apple International raises 401.6 mln yen via private placement,2017-05-31 07:16:10+00:00,1.0,BRIEF Apple International,raises,. mln yen
"BRIEF-Units of Tianjin Zhonghuan Semiconductor, Apple and SunPower to invest in photovoltaic project",2017-11-10 11:50:36+00:00,0.93,BRIEF  Units of Tianjin Zhonghuan Semiconductor  SunPower,to invest,in photovoltaic project
"RPT-Apple X factor: China buyers rapt by new iPhone, but will they buy?",2017-11-01 23:00:59+00:00,0.95,China buyers,rapt,by new iPhone
"Nvidia, Epic to bring 'Fortnite' back to iPhones in 'near future'",2020-11-19 14:35:29+00:00,0.93,Nvidia Epic,to bring,Fortnite
BRIEF-Apple International plans business and capital alliance with Isuzu Motors Ltd,2017-04-28 07:02:03+00:00,0.93,BRIEF  Apple International,plans,capital alliance with Isuzu Motors Ltd
Apple case exposes ongoing government rift over encryption policy,2016-03-05 21:16:38+00:00,0.93,Apple case,exposes,ongoing government rift
UPDATE 2-Apple joins other foreign brands in raising prices in Japan,2013-05-31 10:01:07+00:00,0.94,Apple,joins,other foreign brands
Ireland fights to restore investment reputation after Apple ruling,2016-09-07 15:19:07+00:00,0.94,Ireland,fights,to restore investment reputation after Apple ruling
Apple iPad plant conditions better than the norm: agency,2012-02-15 15:55:22+00:00,0.92,Apple,iPad,plant conditions better than the norm
Apple considers bidding for big stake in Toshiba chip business: report,2017-04-14 03:43:58+00:00,0.95,Apple,considers,bidding for big stake in Toshiba chip business report
Apple unlocking case will not be 'trailblazer' for legal precedent: FBI chief,2016-02-25 15:03:45+00:00,0.92,Apple unlocking case,will not be,trailblazer
Apple hires banks to lead potential Kangaroo bond debut,2015-08-17 01:26:40+00:00,0.93,Apple,hires,banks
